,Unnamed: 0,POSTCODE,SCHOOL_TYPE,SCHOOLNAME,WEBSITE,LATITUDE,LONGITUDE,FY2016,FY2017,FY2018,FY2019,FY2020,FY2021,FY2022,normalized_postcode
1593,1593,AB22 8UR,Highschool,Oldmachar Academy,http://www.oldmachar.aberdeen.sch.uk/,57.193135,-2.123048,40,27,209,72,145,43,81,AB228UR
1594,1594,ZE2 9RT,Primary school,Ollaberry Primary School,http://www.ollaberry.shetland.sch.uk/,60.50144,-1.349061,,,,,,,,ZE29RT
1595,1595,KA3 2ES,Primary school,Onthank Primary School,https://blogs.glowscotland.org.uk/ea/onthankpsmain2018/,55.630536,-4.496692,,,,,,,,KA32ES
1596,1596,KA3 2ES,Primary school,Onthank Supported Learning Centre,https://blogs.glowscotland.org.uk/ea/onthankpsmain2018/,55.630536,-4.496692,,,,,,,,KA32ES
1597,1597,AB16 7RH,Primary school,Orchard Brae School,https://orchardbrae.aberdeen.sch.uk,57.168866,-2.180264,,,,,,,,AB167RH
1598,1598,ML2 0LS,Primary school,Orchard Primary,https://blogs.glowscotland.org.uk/nl/orchard/,55.75789,-3.916865,,,,,,,,ML20LS
1599,1599,AB45 2EX,Primary school,Ordiquhill School,http://www.ordiquhill.aberdeenshire.sch.uk/,57.59801,-2.726742,,,,,,,,AB452EX
1600,1600,EH35 5LQ,Primary school,Ormiston Primary School,http://edubuzz.org/blogs/ormiston/,55.911447,-2.941156,,,,,,,,EH355LQ
1601,1601,KW17 2RB,Primary school,Orphir Community School,http://www.orphir.orkney.sch.uk/,58.936214,-3.142007,,,,,,,,KW172RB
1602,1602,G81 1EZ,Primary school,Our Holy Redeemer Primary School,https://sites.google.com/ourcloud.buzz/ohrprimary/home,55.893654,-4.386465,,,,,,,,G811EZ
1603,1603,ML1 5AL,Primary school,Our Lady & St Francis Primary School,http://www.ourlady-st-francis.n-lanark.sch.uk/,55.80666,-3.957406,,,,,,,,ML15AL
1604,1604,ML5 2RU,Primary school,Our Lady & St Joseph's Primary School,http://www.ourlady-st-josephs.n-lanark.sch.uk/,55.89735,-4.058468,,,,,,,,ML52RU
1605,1605,G82 3DR,Highschool,Our Lady & St Patrick's High School,https://sites.google.com/ourcloud.buzz/olsp-highschool/home,55.960128,-4.552653,61,90,63,180,174,114,186,G823DR
1606,1606,ML3 6RZ,Primary school,Our Lady and St Anne's Primary School,http://www.southlanarkshire.gov.uk/info/200189/our_primary_schools/1208/our_lady_and_st_annes_primary_school,55.762345,-4.046739,,,,,,,,ML36RZ
1607,1607,G81 4HN,Primary school,Our Lady of Loretto Primary School,https://sites.google.com/ourcloud.buzz/help-centre/home,55.911921,-4.433067,,,,,,,,G814HN
1608,1608,EH47 7HZ,Primary school,Our Lady Of Lourdes Primary School,http://www.ourladyoflourdesprimary.westlothian.org.uk,55.875696,-3.626684,,,,,,,,EH477HZ
1609,1609,G75 0AG,Primary school,Our Lady Of Lourdes Primary School,http://www.ourladyoflourdes-pri.s-lanark.sch.uk/,55.755458,-4.191658,,,,,,,,G750AG
1610,1610,G52 2DE,Primary school,Our Lady of Lourdes Primary School & Nursery Class,http://www.lourdes-pri.glasgow.sch.uk/default.aspx,55.848844,-4.340502,,,,,,,,G522DE
1611,1611,G33 4RY,Primary school,Our Lady of Peace Primary School,http://www.ourladyofpeace-pri.glasgow.sch.uk,55.858504,-4.134117,,,,,,,,G334RY
1612,1612,PA3 3PR,Primary school,Our Lady Of Peace Primary School,https://blogs.glowscotland.org.uk/re/ourlady/,55.848255,-4.503694,,,,,,,,PA33PR
1613,1613,G43 2PR,Primary school,Our Lady Of The Annunciation Primary School,https://blogs.glowscotland.org.uk/gc/ourladyoftheannunciation/category/school-calendar/,55.815338,-4.275423,,,,,,,,G432PR
1614,1614,G46 7DD,Primary school,Our Lady Of The Missions Primary School,http://www.ea.e-renfrew.sch.uk/ourladymissions/,55.802345,-4.307106,,,,,,,,G467DD
1615,1615,G52 3AA,Primary school,Our Lady Of The Rosary Primary School & Nursery Class,http://www.ourladyoftherosary-pri.glasgow.sch.uk/,55.844773,-4.334347,,,,,,,,G523AA
1616,1616,G67 1LA,Highschool,Our Lady's High School - Cumbernauld,https://blogs.glowscotland.org.uk/nl/olhscumbernauld/,55.943462,-4.00277,27,37,54,45,61,59,65,G671LA
1617,1617,ML1 2DG,Highschool,Our Lady's High School - Motherwell,http://www.ourladyshighschool.co.uk/,55.777043,-3.976253,222,71,151,99,202,127,159,ML12DG
1618,1618,EH47 8BY,Primary school,Our Lady's Primary School,http://www.ourladysprimary.westlothian.org.uk,55.845161,-3.635503,,,,,,,,EH478BY
1619,1619,DD3 7DL,Primary school,Our Lady's RC Primary School,http://ourladysprimary.ea.dundeecity.sch.uk/,56.468495,-2.97103,,,,,,,,DD37DL
1620,1620,PH1 2LG,Primary school,Our Lady's RC Primary School,http://ourladysrcprimary.schoolwebsite.scot/home,56.404972,-3.47235,,,,,,,,PH12LG
1621,1621,FK8 1SD,Primary school,Our Lady's RC Primary School,https://blogs.glowscotland.org.uk/st/ourladysps/,56.129073,-3.949548,,,,,,,,FK81SD
1622,1622,G66 2AB,Primary school,Oxgang Primary School,http://www.oxgang.e-dunbarton.sch.uk,55.936268,-4.134694,,,,,,,,G662AB
1623,1623,EH13 9DS,Primary school,Oxgangs Primary School,http://www.oxgangs.edin.sch.uk/,55.912651,-3.234959,,,,,,,,EH139DS
1624,1624,AB52 6QT,Primary school,Oyne School,http://www.oyne.aberdeenshire.sch.uk/,57.32138,-2.546326,,,,,,,,AB526QT
1625,1625,HS2 9QX,Primary school,Pairc Primary School,https://www.cne-siar.gov.uk/schools-and-learning/schools/school-contact-details/lewis-schools/,58.053316,-6.445795,,,,,,,,HS29QX
1626,1626,PA1 3RP,Highschool,Paisley Grammar School,http://www.paisleygrammarschool.com/,55.846421,-4.411494,200,105,114,68,57,136,67,PA13RP
1627,1627,DG7 1PW,Primary school,Palnackie School,http://www.dumgal.gov.uk/article/15506/Palnackie-Primary-School,54.889201,-3.843086,,,,,,,,DG71PW
1628,1628,KW17 2BU,Primary school,Papa Westray Community School,http://www.papawestray.orkney.sch.uk/,59.347763,-2.889892,,,,,,,,KW172BU
1629,1629,KW15 1PJ,Primary school,Papdale Primary School,http://www.orkney.co/papdale/,58.981107,-2.950505,,,,,,,,KW151PJ
1630,1630,EH20 9HB,Primary school,Paradykes Primary School,http://paradykes.mgfl.net/,55.880226,-3.15389,,,,,,,,EH209HB
1631,1631,PA8 6EY,Highschool,Park Mains High School,http://parkmains.com/,55.902807,-4.458894,105,92,173,126,132,65,150,PA86EY
1632,1632,IV18 0HA,Primary school,Park Primary School,http://parkprimary.wordpress.com,57.689073,-4.172244,,,,,,,,IV180HA
1633,1633,FK10 1BB,Primary school,Park Primary School,https://blogs.glowscotland.org.uk/cl/parkprimaryschool/,56.111248,-3.793202,,,,,,,,FK101BB
1634,1634,PA34 5AU,Primary school,Park Primary School,http://www.park.argyll-bute.sch.uk,56.424879,-5.470013,,,,,,,,PA345AU
1635,1635,KY11 2NH,Primary school,Park Road Primary School,http://www.fifedirect.org.uk/parkroadps,56.039283,-3.40882,,,,,,,,KY112NH
1636,1636,DG9 7NW,Primary school,Park School,https://dumgal.gov.uk/article/15507/Park-Primary-School,54.902366,-5.029381,,,,,,,,DG97NW
1637,1637,KA1 2EW,Primary school,Park School,https://blogs.glowscotland.org.uk/ea/parkschooleastayrshiresite2017/,55.607492,-4.513095,,,,,,,,KA12EW
1638,1638,G72 7PU,Primary school,Park View Primary School,http://www.parkview-pri.s-lanark.sch.uk/,55.813299,-4.139254,,,,,,,,G727PU
1639,1639,EH55 8AH,Primary school,Parkhead Primary School,http://www.parkheadprimary.westlothian.org.uk,55.853269,-3.564099,,,,,,,,EH558AH
1640,1640,KY8 4NP,Primary school,Parkhill Primary School,http://www.fifedirect.org.uk/parkhillps,56.195809,-2.999855,,,,,,,,KY84NP
1641,1641,G31 3LP,Primary school,Parkhill Secondary School,http://www.parkhill-sec.glasgow.sch.uk/,55.862965,-4.204742,,,,,,,,G313LP
1642,1642,G84 7EZ,Primary school,Parklands School,http://www.parklands.argyll-bute.sch.uk/classes,56.006999,-4.727674,,,,,,,,G847EZ
1643,1643,G23 5PZ,Primary school,Parkview Primary School,http://www.parkview-pri.glasgow.sch.uk/,55.899974,-4.295207,,,,,,,,G235PZ
1644,1644,EH8 7LU,Primary school,Parsons Green Primary School,https://www.parsonsgreenprimaryschool.co.uk/,55.947725,-3.143331,,,,,,,,EH87LU
1645,1645,KY1 2JA,Primary school,Pathhead Primary School,http://www.fifedirect.org.uk/pathheadps,56.127381,-3.146709,,,,,,,,KY12JA
1646,1646,EH37 5SG,Primary school,Pathways to Success,www.midlothian.gov.uk,55.862821,-2.962971,,,,,,,,EH375SG
1647,1647,KA6 7LY,Primary school,Patna Primary School,https://blogs.glowscotland.org.uk/ea/patnapsecc2017/welcome/,55.361361,-4.501724,,,,,,,,KA67LY
1648,1648,KA6 7LY,Primary school,Patna Supported Learning Unit,https://blogs.glowscotland.org.uk/ea/patnapsecc2017/welcome/,55.361361,-4.501724,,,,,,,,KA67LY
1649,1649,EH45 9HB,Highschool,Peebles High School,http://www.peebleshighschool.co.uk,55.645035,-3.191089,28,20,67,40,36,37,105,EH459HB
1650,1650,EH45 9HB,Highschool,Peebles High School,http://www.peebleshighschool.co.uk,55.645035,-3.191089,28,20,67,40,36,37,105,EH459HB
1651,1651,EH54 6RA,Primary school,Peel Primary School,http://www.peelprimary.westlothian.org.uk,55.894989,-3.535728,,,,,,,,EH546RA
1652,1652,EH34 5EZ,Primary school,Pencaitland Primary School,http://www.edubuzz.org/pencaitland/,55.910684,-2.890393,,,,,,,,EH345EZ
1653,1653,EH26 9EP,Highschool,Penicuik High School,http://penicuik.mgfl.net/,55.831368,-3.228726,284,222,137,229,167,265,220,EH269EP
1654,1654,DG8 6HD,Primary school,Penninghame School,https://blogs.glowscotland.org.uk/dg/PenninghameNurseryandPrimary/,54.957214,-4.487726,,,,,,,,DG86HD
1655,1655,KA13 6SE,Primary school,Pennyburn Primary School,https://blogs.glowscotland.org.uk/na/pennyburnwebsite/,55.64913,-4.710973,,,,,,,,KA136SE
1656,1656,KW14 7NY,Primary school,Pennyland Primary School,http://www.pennylandschool.com/,58.594715,-3.535927,,,,,,,,KW147NY
1657,1657,DG3 4BH,Primary school,Penpont School,https://www.dumgal.gov.uk/article/15509/Penpont-Primary-School,55.232182,-3.810857,,,,,,,,DG34BH
1658,1658,EH13 9JF,Primary school,Pentland Primary School,http://www.pentland.edin.sch.uk/,55.907322,-3.219721,,,,,,,,EH139JF
1659,1659,ML5 2HT,Primary school,Pentland School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5944,55.868137,-4.052347,,,,,,,,ML52HT
1660,1660,PH1 1NJ,Highschool,Perth Academy,http://www.perthacademy.org.uk,56.390797,-3.458309,128,147,113,219,178,200,117,PH11NJ
1661,1661,PH1 5AZ,Highschool,Perth Grammar School,http://www.perthgrammar.pkc.sch.uk/,56.410264,-3.445618,205,240,274,258,323,176,185,PH15AZ
1662,1662,PH1 1HB,Highschool,Perth High School,http://www.perthhigh.net,56.392424,-3.468237,137,106,95,74,88,77,106,PH11HB
1663,1663,AB42 1SY,Highschool,Peterhead Academy,http://www.peterheadacademy.aberdeenshire.sch.uk/,57.508637,-1.788568,324,251,303,321,309,312,324,AB421SY
1664,1664,AB42 1QD,Primary school,Peterhead Central School,https://sites.google.com/view/peterheadcentralschool/home,57.506508,-1.78299,,,,,,,,AB421QD
1665,1665,TD7 5LT,Primary school,Philiphaugh Community School,https://www.scotborders.gov.uk/directory_record/20139/philiphaugh_community_school,55.549427,-2.85629,,,,,,,,TD75LT
1666,1666,IV36 1HD,Primary school,Pilmuir Primary School,https://pilmuir.moray.sch.uk/,57.605098,-3.628099,,,,,,,,IV361HD
1667,1667,EH6 5DW,Primary school,Pilrig Park School,https://pilrigparkschool.org.uk/,55.967457,-3.180504,,,,,,,,EH65DW
1668,1668,EH47 7QX,Primary school,Pinewood School,https://www.pinewoodschool.westlothian.org.uk,55.872688,-3.613532,,,,,,,,EH477QX
1669,1669,EH21 7HA,Primary school,Pinkie St Peter's Primary School,http://edubuzz.org/pinkie/,55.941923,-3.038661,,,,,,,,EH217HA
1670,1670,G51 4AW,Primary school,Pirie Park Primary School,https://blogs.glowscotland.org.uk/gc/pirieparkprimary/,55.860329,-4.331093,,,,,,,,G514AW
1671,1671,EH4 4EP,Primary school,Pirniehall Primary School,https://pirniehallprimary.wordpress.com/,55.97359,-3.250801,,,,,,,,EH44EP
1672,1672,KA27 8HP,Primary school,Pirnmill Primary School,https://blogs.glowscotland.org.uk/na/pirnmillprimary/,55.647215,-5.381659,,,,,,,,KA278HP
1673,1673,PH1 3LJ,Primary school,Pitcairn Primary School,http://www.pitcairnprimary.org.uk,56.421329,-3.516706,,,,,,,,PH13LJ
1674,1674,KY7 6NU,Primary school,Pitcoudie Primary School,http://www.fifedirect.org.uk/pitcoudieps,56.207742,-3.177335,,,,,,,,KY76NU
1675,1675,AB42 5GP,Primary school,Pitfour School,https://sites.google.com/as.glow.scot/pitfourschool,57.522861,-2.009272,,,,,,,,AB425GP
1676,1676,KY15 7SP,Primary school,Pitlessie Primary School,http://www.fifedirect.org.uk/pitlessieps,56.275023,-3.077628,,,,,,,,KY157SP
1677,1677,PH16 5ET,Highschool,Pitlochry High School,http://pitlochryhighschool.com/,56.70873,-3.725273,344,342,338,341,341,340,335,PH165ET
1678,1678,PH16 5ET,Highschool,Pitlochry High School,http://pitlochryhighschool.com/,56.70873,-3.725273,344,342,338,341,341,340,335,PH165ET
1679,1679,AB41 7NY,Primary school,Pitmedden School,http://www.pitmedden.aberdeenshire.sch.uk/,57.337443,-2.180933,,,,,,,,AB417NY
1680,1680,KY11 8AB,Primary school,Pitreavie Primary School,http://www.fifedirect.org.uk/pitreavieps,56.05846,-3.436943,,,,,,,,KY118AB
1681,1681,KY12 8AB,Primary school,Pittencrieff Primary School,http://www.fifedirect.org.uk/pittencrieffps,56.072429,-3.471111,,,,,,,,KY128AB
1682,1682,KY10 2QN,Primary school,Pittenweem Primary School,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=9D7568E2-DF0C-4EE8-AA9E342B774FFCBE,56.214855,-2.73049,,,,,,,,KY102QN
1683,1683,KY7 4NU,Primary school,Pitteuchar East Primary School,http://www.fifedirect.org.uk/pitteuchareastps,56.182615,-3.160697,,,,,,,,KY74NU
1684,1684,KY7 4QL,Primary school,Pitteuchar West Primary School,http://www.fifedirect.org.uk/pitteucharwestps,56.187394,-3.168494,,,,,,,,KY74QL
1685,1685,ML6 7NY,Primary school,Plains Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5836,55.88002,-3.932321,,,,,,,,ML67NY
1686,1686,IV52 8TU,Highschool,Plockton High School,http://plocktonhighschool.co.uk/,57.334393,-5.66604,139,55,97,125,204,212,225,IV528TU
1687,1687,IV52 8TW,Primary school,Plockton Primary School,http://plockton.com/primary/,57.336656,-5.653464,,,,,,,,IV528TW
1688,1688,EH47 0BX,Primary school,Polkemmet Primary School,http://www.polkemmetprimary.westlothian.org.uk,55.861606,-3.693221,,,,,,,,EH470BX
1689,1689,G41 2NA,Primary school,Pollokshields Primary School,http://www.pollokshields-pri.glasgow.sch.uk/,55.842253,-4.274584,,,,,,,,G412NA
1690,1690,IV22 2LA,Primary school,Poolewe Primary School,http://pooleweprimary.wordpress.com,57.764717,-5.601322,,,,,,,,IV222LA
1691,1691,PA48 7TW,Primary school,Port Charlotte Primary School,http://www.portcharlotte.argyll-bute.sch.uk/,55.739673,-6.380286,,,,,,,,PA487TW
1692,1692,PA42 7BW,Primary school,Port Ellen Primary School,https://blogs.glowscotland.org.uk/ab/peps/,55.629744,-6.179999,,,,,,,,PA427BW
1693,1693,AB51 3XJ,Primary school,Port Elphinstone School,http://www.portelphinstone.aberdeenshire.sch.uk/,57.271734,-2.371888,,,,,,,,AB513XJ
1694,1694,AB42 0NP,Primary school,Port Erroll School,http://www.porterroll.aberdeenshire.sch.uk/,57.419479,-1.851009,,,,,,,,AB420NP
1695,1695,PA14 6PP,Highschool,Port Glasgow High School,http://portglasgow.inverclyde.sch.uk/,55.920047,-4.653595,304,225,194,162,263,93,239,PA146PP
1696,1696,FK8 3RA,Primary school,Port of Menteith Primary School,http://www.portofmenteithprimaryschool.btck.co.uk/,56.184933,-4.286446,,,,,,,,FK83RA
1697,1697,DG8 9JX,Primary school,Port William School,https://www.dumgal.gov.uk/article/15511/Port-William-Primary-School,54.758349,-4.578113,,,,,,,,DG89JX
1698,1698,AB56 1TN,Primary school,Portessie Primary School,https://portessie.moray.sch.uk/,57.683183,-2.93943,,,,,,,,AB561TN
1699,1699,AB56 5RA,Primary school,Portgordon Primary School,http://www.moray.gov.uk/moray_schools/page_1467.html,57.662756,-3.013925,,,,,,,,AB565RA
1700,1700,AB56 4NX,Primary school,Portknockie Primary School,https://blogs.glowscotland.org.uk/my/PortknockiePrimarySchool/,57.700667,-2.856595,,,,,,,,AB564NX
1701,1701,ML5 3LG,Primary school,Portland High School,http://www.portland.n-lanark.sch.uk/,55.864353,-4.020316,,,,,,,,ML53LG
1702,1702,AB12 4QL,Highschool,Portlethen Academy,http://www.portlethenacademy.aberdeenshire.sch.uk/,57.057144,-2.13595,102,156,189,112,147,229,131,AB124QL
1703,1703,AB12 4PT,Primary school,Portlethen Primary School,http://www.portlethen-pri.aberdeenshire.sch.uk/,57.062609,-2.128555,,,,,,,,AB124PT
1704,1704,KY13 9HT,Primary school,Portmoak Primary School,http://portmoakps.schoolwebsite.scot/,56.212285,-3.328435,,,,,,,,KY139HT
1705,1705,EH15 3BY,Highschool,Portobello High School,www.portobellohighschool.org.uk,55.944496,-3.113295,112,169,109,144,110,116,93,EH153BY
1706,1706,DG9 8LG,Primary school,Portpatrick School,https://blogs.glowscotland.org.uk/dg/portpatrickprimary/,54.84323,-5.113805,,,,,,,,DG98LG
1707,1707,IV51 9ET,Highschool,Portree High School,http://www.portreehigh.highland.sch.uk,57.412761,-6.203591,148,304,293,57,244,132,143,IV519ET
1708,1708,IV51 9PH,Primary school,Portree Primary,http://portreeprimaryschool.com,57.415626,-6.195349,,,,,,,,IV519PH
1709,1709,AB45 2RB,Primary school,Portsoy School,http://www.portsoy.aberdeenshire.sch.uk/,57.679228,-2.688542,,,,,,,,AB452RB
1710,1710,AB52 6QA,Primary school,Premnay School,http://www.premnay.aberdeenshire.sch.uk/,57.311688,-2.624151,,,,,,,,AB526QA
1711,1711,EH32 9QJ,Highschool,Preston Lodge High School,https://www.edubuzz.org/prestonlodge/,55.958631,-2.970923,289,253,316,295,223,260,252,EH329QJ
1712,1712,EH16 5BR,Primary school,Preston Street Primary School,https://prestonstreetprimary.wordpress.com/,55.939933,-3.176048,,,,,,,,EH165BR
1713,1713,EH32 9EN,Primary school,Preston Tower Primary School,https://www.edubuzz.org/prestonpansinfant/2019/05/22/preston-tower-primary-school/,55.954331,-2.976068,,,,,,,,EH329EN
1714,1714,EH16 5LJ,Primary school,Prestonfield Primary School,http://www.prestonfield.edin.sch.uk/,55.930756,-3.158308,,,,,,,,EH165LJ
1715,1715,KA9 2LB,Highschool,Prestwick Academy,http://www.prestwick.sayr.sch.uk/,55.502859,-4.604048,52,89,69,95,77,94,146,KA92LB
1716,1716,FK10 2SD,Primary school,Primary School Support Service,http://www.edu.clacks.gov.uk,56.133058,-3.842808,,,,,,,,FK102SD
1717,1717,EH45 9BE,Primary school,Priorsford Primary School,https://www.scotborders.gov.uk/directory_record/20140/priorsford_primary_school,55.645192,-3.179479,,,,,,,,EH459BE
1718,1718,EH6 8BQ,Primary school,Prospect Bank School,http://www.prospectbank.edin.sch.uk/,55.967801,-3.156547,,,,,,,,EH68BQ
1719,1719,EH53 0LF,Primary school,Pumpherston and Uphall Station CPS,https://www.puscps.westlothian.org.uk,55.910404,-3.491065,,,,,,,,EH530LF
1720,1720,KY6 2BZ,Primary school,Pupil Support Service - Central Area,http://www.fife.gov.uk/atoz/index.cfm?fuseaction=facility.display&facid=12B4544B-D1A2-4A36-8B386A1B9B239B11,56.192241,-3.181497,,,,,,,,KY62BZ
1721,1721,KY8 5JN,Primary school,Pupil Support Service - East and Levenmouth Area,,56.206505,-3.049317,,,,,,,,KY85JN
1722,1722,KY11 2AE,Primary school,Pupil Support Service - The Bridges Centre,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&facid=98956CE0-D6C4-4948-8D48B7614AAF640B,56.02874,-3.431499,,,,,,,,KY112AE
1723,1723,G31 5AL,Primary school,Quarry Brae Primary School and Nursery Class,http://www.quarrybrae-pri.glasgow.sch.uk/default.aspx,55.850996,-4.190532,,,,,,,,G315AL
1724,1724,AB16 5QT,Primary school,Quarryhill School,http://www.quarryhill.aberdeen.sch.uk,57.160628,-2.154136,,,,,,,,AB165QT
1725,1725,ML3 7XA,Primary school,Quarter Primary School,http://www.quarter-pri.s-lanark.sch.uk/,55.738007,-4.031112,,,,,,,,ML37XA
1726,1726,KY12 0PQ,Highschool,Queen Anne High School,http://www.qahs.org.uk/,56.081711,-3.464362,142,195,162,209,220,254,210,KY120PQ
1727,1727,KA7 3TL,Highschool,Queen Margaret Academy,http://www.queenmargaret.sayr.sch.uk/,55.44202,-4.604108,124,116,66,106,91,118,157,KA73TL
1728,1728,EH30 9JX,Highschool,Queensferry Community High School,http://www.queensferry.edin.sch.uk/,55.985932,-3.385018,104,46,118,116,107,126,112,EH309JX
1729,1729,EH30 9NX,Primary school,Queensferry Primary School,http://www.queensferry-pri.edin.sch.uk/,55.987319,-3.395166,,,,,,,,EH309NX
1730,1730,IV40 8PB,Primary school,Raasay Primary School,http://www.raasayprimaryschool.com/index.asp,57.348804,-6.073364,,,,,,,,IV408PB
1731,1731,IV2 3UG,Primary school,Raigmore Primary School,http://raigmore.edublogs.org/,57.478365,-4.197497,,,,,,,,IV23UG
1732,1732,PA1 3AT,Primary school,Ralston Primary School,http://www.ralston.renfrewshire.sch.uk/,55.84998,-4.377796,,,,,,,,PA13AT
1733,1733,FK8 1SD,Primary school,Raploch Primary School,http://www.stirling.gov.uk/services/education-and-learning/schools/primary-schools/raploch-primary-school,56.12898,-3.950312,,,,,,,,FK81SD
