,Unnamed: 0,POSTCODE,SCHOOL_TYPE,SCHOOLNAME,WEBSITE,LATITUDE,LONGITUDE,FY2016,FY2017,FY2018,FY2019,FY2020,FY2021,FY2022,normalized_postcode
1419,1419,EH54 8NW,Primary school,Meldrum Primary School,http://www.meldrumprimary.westlothian.org.uk,55.905647,-3.562768,,,,,,,,EH548NW
1420,1420,AB51 0BF,Primary school,Meldrum School,http://www.meldrum-pri.aberdeenshire.sch.uk/,57.334481,-2.323193,,,,,,,,AB510BF
1421,1421,TD6 9SB,Primary school,Melrose Primary School,http://www.melroseprimaryschool.org.uk/,55.597632,-2.727307,,,,,,,,TD69SB
1422,1422,KW14 7YL,Primary school,Melvich Primary School,https://www.highland.gov.uk/directory_record/521684/melvich_primary,58.564152,-3.93453,,,,,,,,KW147YL
1423,1423,FK11 7AP,Primary school,Menstrie Primary School,https://blogs.glowscotland.org.uk/cl/menstrieprimary/,56.149565,-3.851639,,,,,,,,FK117AP
1424,1424,IV3 8HY,Primary school,Merkinch Primary School,http://merkinchps.edublogs.org/,57.48365,-4.238271,,,,,,,,IV38HY
1425,1425,G43 2PR,Primary school,Merrylee Primary School,https://blogs.glowscotland.org.uk/gc/merryleeprimary/,55.816206,-4.275155,,,,,,,,G432PR
1426,1426,KY8 2JW,Primary school,Methilhill Primary & Community School,http://www.fifedirect.org.uk/methilhillps,56.188244,-3.03588,,,,,,,,KY82JW
1427,1427,AB41 7DS,Primary school,Methlick School,http://www.methlick.aberdeenshire.sch.uk/,57.424351,-2.241596,,,,,,,,AB417DS
1428,1428,PH1 3PX,Primary school,Methven Primary School,http://www.methvenprimary.org.uk/,56.415484,-3.576904,,,,,,,,PH13PX
1429,1429,EH53 0RR,Primary school,Mid Calder Primary School,http://www.midcalderprimary.westlothian.org.uk,55.886355,-3.483521,,,,,,,,EH530RR
1430,1430,ZE2 9BN,Highschool,Mid Yell Junior High School,http://www.midyell.shetland.sch.uk/,60.596731,-1.065275,344,342,338,341,341,340,335,ZE29BN
1431,1431,ZE2 9BN,Highschool,Mid Yell Junior High School,http://www.midyell.shetland.sch.uk/,60.596731,-1.065275,344,342,338,341,341,340,335,ZE29BN
1432,1432,G42 0DL,Primary school,Middlefield School,http://www.middlefield-res.glasgow.sch.uk/,55.825901,-4.234161,,,,,,,,G420DL
1433,1433,AB22 8UR,Primary school,Middleton Park School,http://www.middletonpark.aberdeen.sch.uk/,57.189997,-2.12105,,,,,,,,AB228UR
1434,1434,AB51 7PQ,Primary school,Midmar School,http://www.midmar.aberdeenshire.sch.uk/,57.158265,-2.527833,,,,,,,,AB517PQ
1435,1435,AB51 0QH,Primary school,Midmill School,http://midmill.aberdeenshire.sch.uk/,57.226902,-2.338399,,,,,,,,AB510QH
1436,1436,AB15 5LT,Primary school,Mile End School,http://www.mileend.aberdeen.sch.uk/,57.15125,-2.13937,,,,,,,,AB155LT
1437,1437,KY12 9AT,Primary school,Milesmark Primary School,http://www.fifedirect.org.uk/milesmarkps,56.07867,-3.483415,,,,,,,,KY129AT
1438,1438,DD4 9RD,Primary school,Mill Of Mains Primary School,http://millofmains.ea.dundeecity.sch.uk/,56.49305,-2.958646,,,,,,,,DD49RD
1439,1439,AB39 2TD,Primary school,Mill O'Forest School,http://www.milloforest.aberdeenshire.sch.uk/,56.962838,-2.23085,,,,,,,,AB392TD
1440,1440,IV12 4QB,Primary school,Millbank Primary School,http://millbankprimaryschool.co.uk/,57.581756,-3.868967,,,,,,,,IV124QB
1441,1441,AB56 1LU,Primary school,Millbank Primary School,https://blogs.glowscotland.org.uk/my/MillbankPrimarySchool/welcome/school/,57.671339,-2.956777,,,,,,,,AB561LU
1442,1442,IV2 3QR,Highschool,Millburn Academy,http://www.millburnacademy.co.uk/,57.480147,-4.209123,75,79,103,145,95,106,134,IV23QR
1443,1443,KW14 7DH,Primary school,Miller Academy Primary School,http://www.milleracademy.ik.org/,58.591111,-3.525516,,,,,,,,KW147DH
1444,1444,G45 9US,Primary school,Miller Primary School,http://www.miller-pri.glasgow.sch.uk/,55.803597,-4.221585,,,,,,,,G459US
1445,1445,G66 5HZ,Primary school,Millersneuk Primary School,http://www.millersneuk.e-dunbarton.sch.uk,55.920844,-4.143113,,,,,,,,G665HZ
1446,1446,AB13 0BF,Primary school,Milltimber School,http://www.milltimber.aberdeen.sch.uk,57.111769,-2.230214,,,,,,,,AB130BF
1447,1447,KY13 9XP,Primary school,Milnathort Primary School,http://milnathortprimaryschool.org.uk/,56.225652,-3.425592,,,,,,,,KY139XP
1448,1448,IV32 7DJ,Highschool,Milne's High School,http://www.milneshighschool.org.uk/,57.609798,-3.100301,215,93,178,78,118,53,179,IV327DJ
1449,1449,IV32 7EP,Primary school,Milne's Primary School,http://www.moray.gov.uk/moray_schools/page_1464.html,57.611616,-3.091441,,,,,,,,IV327EP
1450,1450,G62 8AG,Primary school,Milngavie Primary School,http://www.milngavie.e-dunbarton.sch.uk,55.943028,-4.315577,,,,,,,,G628AG
1451,1451,IV2 6HF,Primary school,Milton of Leys Primary School,http://miltonofleysblog.wordpress.com/,57.450452,-4.17552,,,,,,,,IV26HF
1452,1452,IV18 0PX,Primary school,Milton Primary School,http://miltonprimaryschool.wordpress.com,57.742567,-4.073263,,,,,,,,IV180PX
1453,1453,ML11 0DN,Primary school,Milton Primary School,http://www.milton-pri.s-lanark.sch.uk/,55.642402,-3.888325,,,,,,,,ML110DN
1454,1454,G22 7PT,Primary school,Miltonbank Primary School,https://blogs.glowscotland.org.uk/gc/miltonbank/,55.90168,-4.253459,,,,,,,,G227PT
1455,1455,KA19 8ET,Primary school,Minishant Primary School,http://blogs.glowscotland.org.uk/sa/minishantps/,55.390625,-4.643957,,,,,,,,KA198ET
1456,1456,DG8 6PE,Primary school,Minnigaff School,http://www.dumgal.gov.uk/article/15498/Minnigaff-Primary-School,54.961307,-4.473498,,,,,,,,DG86PE
1457,1457,AB42 5FN,Highschool,Mintlaw Academy,http://mintlawacademy.aberdeenshire.sch.uk/,57.524568,-2.013271,212,276,252,227,226,304,265,AB425FN
1458,1458,AB42 5EJ,Primary school,Mintlaw Primary School,http://www.mintlaw-pri.aberdeenshire.sch.uk/,57.524389,-1.998253,,,,,,,,AB425EJ
1459,1459,DG10 9QL,Highschool,Moffat Academy,http://www.moffat.dumgal.sch.uk/,55.329045,-3.437877,20,229,30,26,43,17,85,DG109QL
1460,1460,DG10 9QL,Highschool,Moffat Academy,http://www.moffat.dumgal.sch.uk/,55.329045,-3.437877,20,229,30,26,43,17,85,DG109QL
1461,1461,PH2 0AW,Primary school,Moncreiffe Primary School,http://www.moncreiffeprimary.org.uk/,56.379242,-3.43913,,,,,,,,PH20AW
1462,1462,DG3 4EJ,Primary school,Moniaive School,https://blogs.glowscotland.org.uk/dg/MoniaivePrimary/,55.196058,-3.92033,,,,,,,,DG34EJ
1463,1463,DD5 4QT,Highschool,Monifieth High School,http://www.monifiethhighschool.com/,56.479049,-2.839951,30,40,57,50,29,70,117,DD54QT
1464,1464,DD5 3QN,Primary school,Monikie Primary School,https://blogs.glowscotland.org.uk/an/monikieprimaryschool/,56.534333,-2.795699,,,,,,,,DD53QN
1465,1465,KA9 2RH,Primary school,Monkton Primary School,http://www.monkton.sayr.sch.uk,55.516636,-4.60461,,,,,,,,KA92RH
1466,1466,AB53 5WH,Primary school,Monquhitter School,http://www.monquhitter.aberdeenshire.sch.uk/,57.541688,-2.329439,,,,,,,,AB535WH
1467,1467,DD10 8HU,Highschool,Montrose Academy,http://www.montroseacademy.co.uk/,56.709366,-2.464099,172,206,248,298,154,302,306,DD108HU
1468,1468,AB51 7HJ,Primary school,Monymusk School,http://www.monymusk.aberdeenshire.sch.uk/,57.228629,-2.525857,,,,,,,,AB517HJ
1469,1469,EH23 4QS,Primary school,Moorfoot Primary School,http://moorfoot.mgfl.net/,55.821673,-3.022493,,,,,,,,EH234QS
1470,1470,PA19 1ES,Primary school,Moorfoot Primary School,http://moorfoot.inverclyde.sch.uk/,55.949246,-4.834852,,,,,,,,PA191ES
1471,1471,KA25 7EP,Primary school,Moorpark Primary School,https://blogs.glowscotland.org.uk/na/moorparkprimaryschool/,55.759279,-4.690848,,,,,,,,KA257EP
1472,1472,FK3 9DL,Primary school,Moray Primary School,http://www.moray.falkirk.sch.uk,56.012853,-3.712779,,,,,,,,FK39DL
1473,1473,TD5 8QG,Primary school,Morebattle Primary School,https://www.scotborders.gov.uk/directory_record/20133/morebattle_primary_school,55.517798,-2.366951,,,,,,,,TD58QG
1474,1474,DD4 7AX,Highschool,Morgan Academy,http://morgan.ea.dundeecity.sch.uk/,56.474721,-2.954044,246,311,289,291,281,231,184,DD47AX
1475,1475,ML2 9QW,Primary school,Morningside Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5815,55.779094,-3.869294,,,,,,,,ML29QW
1476,1476,AB55 4AU,Primary school,Mortlach Primary School,https://blogs.glowscotland.org.uk/my/MortlachPrimarySchool/,57.445688,-3.131425,,,,,,,,AB554AU
1477,1477,ZE2 9RB,Primary school,Mossbank Primary School,http://www.mossbank.shetland.sch.uk/,60.456718,-1.18119,,,,,,,,ZE29RB
1478,1478,ML4 2RH,Primary school,Mossend Primary School,http://www.mossend.n-lanark.sch.uk/,55.816734,-4.005333,,,,,,,,ML42RH
1479,1479,G61 3LZ,Primary school,Mosshead Primary School,http://www.mosshead.e-dunbarton.sch.uk,55.930719,-4.331109,,,,,,,,G613LZ
1480,1480,G75 8XQ,Primary school,Mossneuk Primary School,http://www.mossneukprimaryschool.org.uk/,55.753075,-4.221771,,,,,,,,G758XQ
1481,1481,G52 1LZ,Primary school,Mosspark Primary School & Nursery Class,https://blogs.glowscotland.org.uk/gc/mossparkprimary/,55.839145,-4.327796,,,,,,,,G521LZ
1482,1482,IV32 7JB,Primary school,Mosstodloch Primary School,https://blogs.glowscotland.org.uk/my/mosstodloch/,57.62536,-3.126423,,,,,,,,IV327JB
1483,1483,IV30 8TY,Primary school,Mosstowie Primary School,http://www.moray.gov.uk/moray_schools/page_2221.html,57.62516,-3.38212,,,,,,,,IV308TY
1484,1484,PA3 2QB,Primary school,Mossvale Primary School,http://www.mossvale.renfrewshire.sch.uk/,55.857211,-4.432728,,,,,,,,PA32QB
1485,1485,G74 2EX,Primary school,Mount Cameron Primary School,http://www.mountcameron-pri.s-lanark.sch.uk/,55.755838,-4.155486,,,,,,,,G742EX
1486,1486,G74 2EX,Primary school,Mount Cameron Primary School Gaelic Unit,http://www.mountcameron-pri.s-lanark.sch.uk/,55.755838,-4.155486,,,,,,,,G742EX
1487,1487,KA3 2EL,Primary school,Mount Carmel Primary School,https://blogs.glowscotland.org.uk/ea/mountcarmelps2017/,55.628831,-4.496583,,,,,,,,KA32EL
1488,1488,G42 9HF,Primary school,Mount Florida Primary School & Nursery Class,https://blogs.glowscotland.org.uk/gc/mountfloridaprimaryschool/,55.824281,-4.257377,,,,,,,,G429HF
1489,1489,KW14 8HL,Primary school,Mount Pleasant Primary School,http://mount-pleasant-primary.co.uk,58.594238,-3.511766,,,,,,,,KW148HL
1490,1490,G32 9JG,Primary school,Mount Vernon Primary School,http://www.mountvernon-pri.glasgow.sch.uk/,55.842393,-4.143791,,,,,,,,G329JG
1491,1491,KY8 4AZ,Primary school,Mountfleurie Primary School,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=ADD817CF-2B55-4491-96E1B821550C98A9,56.198994,-3.015959,,,,,,,,KY84AZ
1492,1492,PH41 2RP,Primary school,Muck Primary School,http://muckprimaryschool.wordpress.com/,56.835496,-6.226928,,,,,,,,PH412RP
1493,1493,FK14 7JN,Primary school,Muckhart Primary School,https://blogs.glowscotland.org.uk/cl/muckhartprimaryschool/,56.18108,-3.619314,,,,,,,,FK147JN
1494,1494,ML1 1BY,Primary school,Muir Street Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5817,55.795979,-3.99677,,,,,,,,ML11BY
1495,1495,G71 7JL,Primary school,Muiredge Primary School,http://www.muiredge-pri.s-lanark.sch.uk/,55.820807,-4.076131,,,,,,,,G717JL
1496,1496,DD11 2LU,Primary school,Muirfield Primary School,http://www.muirfield.angus.sch.uk/,56.557755,-2.61458,,,,,,,,DD112LU
1497,1497,AB16 6UE,Primary school,Muirfield School,http://www.muirfield.aberdeen.sch.uk/,57.154246,-2.157564,,,,,,,,AB166UE
1498,1498,KA10 7BT,Primary school,Muirhead Primary School,http://www.muirhead.sayr.sch.uk,55.550189,-4.641998,,,,,,,,KA107BT
1499,1499,ML1 2NB,Primary school,Muirhouse Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5819,55.77215,-3.962516,,,,,,,,ML12NB
1500,1500,KA18 3RH,Primary school,Muirkirk Primary School,https://blogs.glowscotland.org.uk/ea/muirkirkps/,55.522269,-4.067011,,,,,,,,KA183RH
1501,1501,IV3 8LU,Primary school,Muirtown Primary School,http://www.muirtownps.wordpress.com,57.482615,-4.253006,,,,,,,,IV38LU
1502,1502,IV6 7RB,Primary school,Mulbuie Primary School,http://www.mulbuieprimaryschool.co.uk,57.536424,-4.423389,,,,,,,,IV67RB
1503,1503,IV8 8NL,Primary school,Munlochy Primary School,http://munlochyprimary.wordpress.com/,57.548075,-4.264468,,,,,,,,IV88NL
1504,1504,G75 0JP,Primary school,Murray Primary School,http://www.murray-pri.s-lanark.sch.uk,55.755138,-4.177871,,,,,,,,G750JP
1505,1505,EH11 4NP,Primary school,Murrayburn Primary School,http://murrayburn-edin.j2webby.com/,55.922286,-3.282217,,,,,,,,EH114NP
1506,1506,EH47 7DX,Primary school,Murrayfield Primary School,http://www.murrayfieldprimary.westlothian.org.uk,55.877958,-3.620049,,,,,,,,EH477DX
1507,1507,DD4 0PL,Primary school,Murroes Primary School,http://www.murroes.angus.sch.uk,56.516067,-2.90485,,,,,,,,DD40PL
1508,1508,PH1 4HB,Primary school,Murthly Primary School,http://www.murthlyprimary.org.uk,56.520145,-3.466786,,,,,,,,PH14HB
1509,1509,EH21 7EE,Primary school,Musselburgh Burgh Primary School,http://edubuzz.org/blogs/theburgh/,55.941617,-3.05042,,,,,,,,EH217EE
1510,1510,EH21 7BA,Highschool,Musselburgh Grammar School,https://www.edubuzz.org/musselburghgrammar/,55.938659,-3.050581,218,193,124,245,209,208,258,EH217BA
1511,1511,PH5 2AR,Primary school,Muthill Primary School,https://muthillprimary.wordpress.com/,56.332273,-3.83156,,,,,,,,PH52AR
1512,1512,IV12 4RD,Highschool,Nairn Academy,http://nairnacademy.wordpress.com,57.577229,-3.882784,167,118,186,206,296,255,221,IV124RD
1513,1513,ML3 8LU,Primary school,Neilsland Primary School,http://www.neilslandprimary.co.uk/,55.765026,-4.06486,,,,,,,,ML38LU
1514,1514,G78 3HJ,Primary school,Neilston Primary School,http://www.ea.e-renfrew.sch.uk/neilston/,55.78389,-4.423561,,,,,,,,G783HJ
1515,1515,IV2 6FW,Primary school,Ness Castle Primary School,https://www.highland.gov.uk,57.443976,-4.253227,,,,,,,,IV26FW
1516,1516,ZE2 9PP,Primary school,Nesting Primary School,http://www.nesting.shetland.sch.uk/,60.260854,-1.170665,,,,,,,,ZE29PP
1517,1517,EH14 5JR,Primary school,Nether Currie Primary School,http://www.nethercurrie.edin.sch.uk/,55.900179,-3.302967,,,,,,,,EH145JR
1518,1518,KA3 5PF,Primary school,Nether Robertland Primary School,https://blogs.glowscotland.org.uk/ea/netherrobertlandwebsite2016/,55.682593,-4.503847,,,,,,,,KA35PF
1519,1519,ML9 3BT,Primary school,Netherburn Primary School,http://www.netherburn-primary.take2theweb.com/,55.709885,-3.90745,,,,,,,,ML93BT
1520,1520,G44 3SF,Primary school,Netherlee Primary School,http://www.ea.e-renfrew.sch.uk/netherlee/,55.801881,-4.269293,,,,,,,,G443SF
1521,1521,FK6 5AR,Primary school,Nethermains Primary School,http://www.nethermains.falkirk.sch.uk,56.016871,-3.915939,,,,,,,,FK65AR
1522,1522,DG1 3NL,Primary school,Nethermill School,http://nethermillprimaryschool.createprimary.co.uk/,55.17471,-3.512741,,,,,,,,DG13NL
1523,1523,KA18 3AN,Primary school,Netherthird Primary School,https://blogs.glowscotland.org.uk/ea/netherthirdps2017/,55.44157,-4.247116,,,,,,,,KA183AN
1524,1524,ML2 0DD,Primary school,Netherton Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5821,55.76789,-3.942725,,,,,,,,ML20DD
1525,1525,DG2 8BY,Primary school,New Abbey School,https://www.dumgal.gov.uk/article/15503/New-Abbey-Primary-School,54.978242,-3.615569,,,,,,,,DG28BY
1526,1526,KA18 4AH,Primary school,New Cumnock Primary School,https://blogs.glowscotland.org.uk/ea/newcumnockprimaryschoolea/,55.394523,-4.184567,,,,,,,,KA184AH
1527,1527,AB53 6TB,Primary school,New Deer School,http://www.newdeer.aberdeenshire.sch.uk/,57.513171,-2.192881,,,,,,,,AB536TB
1528,1528,IV30 6DP,Primary school,New Elgin Primary School,https://www.facebook.com/New-Elgin-Primary-School-Moray-1741781972706216/,57.638488,-3.301083,,,,,,,,IV306DP
1529,1529,ML11 9BY,Primary school,New Lanark Primary School,http://www.southlanarkshire.gov.uk/info/200189/our_primary_schools/1206/new_lanark_primary_school,55.666115,-3.779777,,,,,,,,ML119BY
1530,1530,AB21 0WB,Primary school,New Machar School,http://www.newmachar.aberdeenshire.sch.uk/,57.266375,-2.188556,,,,,,,,AB210WB
1531,1531,ML6 0NW,Primary school,New Monkland Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5822,55.887175,-3.994159,,,,,,,,ML60NW
1532,1532,AB43 6NE,Primary school,New Pitsligo & St John's School,http://www.newpitsligo-st-johns.aberdeenshire.sch.uk/,57.590417,-2.197313,,,,,,,,AB436NE
1533,1533,ML1 4HX,Primary school,New Stevenston Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5823,55.810321,-3.981289,,,,,,,,ML14HX
1534,1534,PA14 5SU,Primary school,Newark Primary School,http://newarkprimary.inverclyde.sch.uk/,55.927291,-4.664217,,,,,,,,PA145SU
1535,1535,ML1 5JU,Primary school,Newarthill Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5824,55.813146,-3.942825,,,,,,,,ML15JU
1536,1536,EH22 4SX,Highschool,Newbattle High School,http://www.newbattle.org.uk/,55.874446,-3.048677,321,314,334,310,305,285,313,EH224SX
1537,1537,DD5 3RH,Primary school,Newbigging Primary School,https://blogs.glowscotland.org.uk/an/newbiggingprimaryschool/,56.514326,-2.819119,,,,,,,,DD53RH
1538,1538,AB41 6BT,Primary school,Newburgh Mathers School,http://www.newburghmathers.aberdeenshire.sch.uk/,57.317238,-2.004945,,,,,,,,AB416BT
1539,1539,KY14 6HA,Primary school,Newburgh Primary School,http://www.fifedirect.org.uk/newburghps,56.350369,-3.231824,,,,,,,,KY146HA
1540,1540,KY6 2PX,Primary school,Newcastle Primary & Community School,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=EEBD91DD-F6ED-4B0C-8116992BB89F96E0,56.191706,-3.216066,,,,,,,,KY62PX
1541,1541,TD9 0QZ,Primary school,Newcastleton Primary School,https://www.scotborders.gov.uk/directory_record/20134/newcastleton_primary_school,55.180944,-2.81412,,,,,,,,TD90QZ
1542,1542,EH21 8QZ,Primary school,Newcraighall Primary School,http://www.newcraighall.edin.sch.uk/,55.935038,-3.087876,,,,,,,,EH218QZ
1543,1543,ML9 3HG,Primary school,Newfield Primary School,http://www.newfield-pri.s-lanark.sch.uk/,55.686722,-3.994534,,,,,,,,ML93HG
1544,1544,PH10 6UZ,Primary school,Newhill Primary School,http://newhillprimaryschool.schoolwebsite.scot/,56.580214,-3.34219,,,,,,,,PH106UZ
1545,1545,G33 4HJ,Primary school,Newhills Secondary School,https://www.glasgow.gov.uk/index.aspx?articleid=18274,55.862023,-4.135924,,,,,,,,G334HJ
1546,1546,DG12 6LA,Primary school,Newington School,http://www.newingtonprimary.ik.org/information.html,54.993643,-3.250464,,,,,,,,DG126LA
1547,1547,EH46 7BZ,Primary school,Newlands Primary School,https://www.scotborders.gov.uk/site/xfp/scripts/xforms_form.php?formID=212&language=en,55.71793,-3.341512,,,,,,,,EH467BZ
1548,1548,ML2 9DH,Primary school,Newmains Primary School,http://www.newmains.n-lanark.sch.uk/,55.785596,-3.882498,,,,,,,,ML29DH
1549,1549,PA4 0DA,Primary school,Newmains Primary School,https://blogs.glowscotland.org.uk/re/newmains/,55.868144,-4.39171,,,,,,,,PA40DA
1550,1550,AB55 6US,Primary school,Newmill Primary School,http://www.newmill.moray.sch.uk/,57.558356,-2.945708,,,,,,,,AB556US
1551,1551,KA16 9LP,Primary school,Newmilns Primary School,https://blogs.glowscotland.org.uk/ea/newmilnsprimary/,55.604854,-4.348593,,,,,,,,KA169LP
1552,1552,IV18 0PG,Primary school,Newmore Primary School,http://newmoreprimary.wordpress.com/,57.716982,-4.18938,,,,,,,,IV180PG
1553,1553,DD6 8JT,Primary school,Newport Primary School,http://www.fifedirect.org.uk/newportps,56.432646,-2.935314,,,,,,,,DD68JT
1554,1554,G72 6AA,Primary school,Newton Farm Primary School,https://blogs.glowscotland.org.uk/glowblogs/newtonfarm/,55.827517,-4.128922,,,,,,,,G726AA
1555,1555,KW1 5ND,Primary school,Newton Park Primary,http://www.newtonparkprimary.wordpress.com,58.435133,-3.097624,,,,,,,,KW15ND
1556,1556,FK15 0DZ,Primary school,Newton Primary School,https://blogs.glowscotland.org.uk/st/newtonprimaryschool/,56.191021,-3.950189,,,,,,,,FK150DZ
1557,1557,KA8 8JL,Primary school,Newton Primary School,http://www.newton.sayr.sch.uk/,55.467315,-4.623981,,,,,,,,KA88JL
1558,1558,EH22 4LB,Primary school,Newtongrange Primary School,http://newtongrange.mgfl.net/,55.867083,-3.062996,,,,,,,,EH224LB
1559,1559,AB39 3XW,Primary school,Newtonhill School,http://newtonhill.aberdeenshire.sch.uk/,57.038302,-2.151815,,,,,,,,AB393XW
1560,1560,PH20 1DN,Primary school,Newtonmore Primary School,https://www.highland.gov.uk/directory_record/521695/newtonmore_primary,57.065654,-4.118024,,,,,,,,PH201DN
1561,1561,TD6 0RZ,Primary school,Newtown Primary School,http://www.newtownprimaryschool-scotborders.ik.org/home.ikml,55.579703,-2.67931,,,,,,,,TD60RZ
1562,1562,PH12 8UF,Primary school,Newtyle Primary School,http://www.newtyle.angus.sch.uk/,56.555622,-3.140939,,,,,,,,PH128UF
1563,1563,EH16 4PY,Primary school,Niddrie Mill Primary School,http://www.niddriemill.edin.sch.uk/,55.934592,-3.127542,,,,,,,,EH164PY
1564,1564,ML4 1JR,Primary school,Noble Primary School,http://www.noble.n-lanark.sch.uk/,55.827114,-4.021801,,,,,,,,ML41JR
1565,1565,DG1 3HB,Primary school,Noblehill School,https://www.dumgal.gov.uk/media/17704/Handbook-Noblehill-Primary-School/pdf/Noblehill_Handbook_FINAL_Jan_2019.pdf?m=636849715222330000,55.070049,-3.583934,,,,,,,,DG13HB
1566,1566,EH39 4QS,Highschool,North Berwick High School,http://www.northberwickhigh.net/,56.052531,-2.721882,14,30,13,39,19,55,28,EH394QS
1567,1567,PA20 0LZ,Primary school,North Bute Primary School,http://www.northbute.argyll-bute.sch.uk,55.860029,-5.085147,,,,,,,,PA200LZ
1568,1568,G20 8LY,Primary school,North Kelvinside Primary School,blogs.glowscotland.org.uk/gc/northkelvinsideprimary/home/,55.883107,-4.281115,,,,,,,,G208LY
1569,1569,IV1 3WX,Primary school,North Kessock Primary School,https://www.highland.gov.uk/directory_record/521696/north_kessock_primary,57.50602,-4.260108,,,,,,,,IV13WX
1570,1570,KY11 1JH,Primary school,North Queensferry Primary School,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=D7879EEB-211B-4A8E-8F4006A7E56C2F54,56.012056,-3.395192,,,,,,,,KY111JH
1571,1571,ZE2 9RY,Primary school,North Roe Primary School,http://www.northroe.shetland.sch.uk/,60.587705,-1.335992,,,,,,,,ZE29RY
1572,1572,KW17 2BG,Primary school,North Ronaldsay Primary School,http://www.northronaldsay.orkney.sch.uk/,59.363807,-2.426468,,,,,,,,KW172BG
1573,1573,KW16 3NX,Primary school,North Walls Community School,http://www.northwalls.orkney.sch.uk/,58.816469,-3.201697,,,,,,,,KW163NX
1574,1574,DG2 9DF,Highschool,North West Community Campus,https://blogs.glowscotland.org.uk/dg/northwestcommunitycampus/,55.079904,-3.634608,*,*,338,341,337,339,335,DG29DF
1575,1575,DG2 9DF,Highschool,North West Community Campus,https://blogs.glowscotland.org.uk/dg/northwestcommunitycampus/,55.079904,-3.634608,*,*,338,341,337,339,335,DG29DF
1576,1576,AB16 7AU,Highschool,Northfield Academy,http://www.northfield.aberdeen.sch.uk/,57.162244,-2.146918,343,341,338,339,340,340,335,AB167AU
1577,1577,DD8 4HA,Primary school,Northmuir Primary School,http://www.northmuir.angus.sch.uk,56.679409,-3.005453,,,,,,,,DD84HA
1578,1578,KW1 4DT,Primary school,Noss primary school,https://nossprimary.wordpress.com/,58.446686,-3.088955,,,,,,,,KW14DT
1579,1579,G12 9LN,Highschool,Notre Dame High School,https://blogs.glowscotland.org.uk/gc/ndhs/,55.878226,-4.298943,{'Notre Dame High School': '158'},{'Notre Dame High School': '107'},{'Notre Dame High School': '144'},{'Notre Dame High School': '190'},{'Notre Dame High School': '175'},{'Notre Dame High School': 96},{'Notre Dame High School': '188'},G129LN
1580,1580,PA16 9BJ,Highschool,Notre Dame High School,http://notredame.inverclyde.sch.uk,55.941412,-4.776019,{'Notre Dame High School': '158'},{'Notre Dame High School': '107'},{'Notre Dame High School': '144'},{'Notre Dame High School': '190'},{'Notre Dame High School': '175'},{'Notre Dame High School': 96},{'Notre Dame High School': '188'},PA169BJ
1581,1581,G11 5JE,Primary school,Notre Dame Primary School,http://www.notredame-pri.glasgow.sch.uk/,55.874114,-4.298716,,,,,,,,G115JE
1582,1582,PH1 1NA,Primary school,Oakbank Primary School,http://oakbankps.schoolwebsite.scot/,56.392729,-3.465187,,,,,,,,PH11NA
1583,1583,G4 9PW,Primary school,Oakgrove Primary School,http://www.oakgrove-pri.glasgow.sch.uk/,55.870843,-4.26529,,,,,,,,G49PW
1584,1584,EH4 4PQ,Primary school,Oaklands School,http://www.oaklands.edin.sch.uk/,55.967162,-3.252237,,,,,,,,EH44PQ
1585,1585,G34 0JD,Primary school,Oakwood Primary School,https://en-gb.facebook.com/pages/category/School/Oakwood-Primary-School-Glasgow-530701383746152/,55.86835,-4.10039,,,,,,,,G340JD
1586,1586,PA34 4JB,Highschool,Oban High School,http://www.obanhigh.argyll-bute.sch.uk/,56.405956,-5.467109,135,244,237,123,124,188,109,PA344JB
1587,1587,IV17 0TP,Primary school,Obsdale Primary School,http://obsdaleprimary.wordpress.com,57.702059,-4.233476,,,,,,,,IV170TP
1588,1588,KA18 2PE,Primary school,Ochiltree Primary School,https://www.east-ayrshire.gov.uk/EducationAndLearning/Schools/Schoollistings-Primary.aspx,55.460349,-4.365276,,,,,,,,KA182PE
1589,1589,DD3 6SY,Primary school,Off-site Education Service,https://www.dundeecity.gov.uk/service-area/children-and-families-service/education/offsite-education-service,56.474176,-2.987289,,,,,,,,DD36SY
1590,1590,EH54 8HL,Primary school,Ogilvie School Campus,https://ogilvieschool.westlothian.org.uk/,55.905284,-3.528697,,,,,,,,EH548HL
1591,1591,ML5 5TJ,Primary school,Old Monkland Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5828,55.85018,-4.055604,,,,,,,,ML55TJ
1592,1592,AB52 6RY,Primary school,Old Rayne School,http://www.oldrayne.aberdeenshire.sch.uk/,57.345413,-2.541713,,,,,,,,AB526RY
